user_gene_set	property_gene_set	universe_count	user_count	property_count	overlap_count	pval
VBSR.1.mod.445	VBSR.1.mod.830	12971	153	157	0	0
VBSR.1.mod.445	VBSR.1.mod.832	12971	153	118	0	0
VBSR.1.mod.445	VBSR.1.mod.839	12971	153	110	0	0
VBSR.1.mod.445	VBSR.1.mod.933	12971	153	84	0	0
VBSR.1.mod.445	VBSR.1.mod.942	12971	153	152	0	0
VBSR.1.mod.445	VBSR.1.mod.943	12971	153	36	0	0
VBSR.1.mod.445	VBSR.1.mod.946	12971	153	19	0	0
VBSR.1.mod.445	VBSR.1.mod.948	12971	153	84	0	0
VBSR.1.mod.445	VBSR.1.mod.95	12971	153	26	0	0
VBSR.1.mod.445	VBSR.1.mod.990	12971	153	129	0	0
VBSR.1.mod.445	VBSR.1.mod.991	12971	153	111	0	0
VBSR.1.mod.456	VBSR.1.mod.471	12971	107	70	0	0
VBSR.1.mod.456	VBSR.1.mod.528	12971	107	108	0	0
VBSR.1.mod.456	VBSR.1.mod.545	12971	107	146	0	0
VBSR.1.mod.456	VBSR.1.mod.550	12971	107	91	0	0
VBSR.1.mod.456	VBSR.1.mod.639	12971	107	97	0	0
VBSR.1.mod.456	VBSR.1.mod.692	12971	107	106	0	0
VBSR.1.mod.456	VBSR.1.mod.719	12971	107	154	0	0
VBSR.1.mod.456	VBSR.1.mod.77	12971	107	110	0	0
VBSR.1.mod.456	VBSR.1.mod.830	12971	107	157	0	0
VBSR.1.mod.456	VBSR.1.mod.832	12971	107	118	0	0
VBSR.1.mod.456	VBSR.1.mod.842	12971	107	170	0	0
VBSR.1.mod.456	VBSR.1.mod.933	12971	107	84	0	0
VBSR.1.mod.456	VBSR.1.mod.946	12971	107	19	0	0
VBSR.1.mod.456	VBSR.1.mod.948	12971	107	84	0	0
VBSR.1.mod.456	VBSR.1.mod.95	12971	107	26	0	0
VBSR.1.mod.456	VBSR.1.mod.977	12971	107	147	0	0
VBSR.1.mod.456	VBSR.1.mod.990	12971	107	129	0	0
VBSR.1.mod.456	VBSR.1.mod.991	12971	107	111	0	0
VBSR.1.mod.471	VBSR.1.mod.521	12971	70	143	0	0
VBSR.1.mod.471	VBSR.1.mod.528	12971	70	108	0	0
VBSR.1.mod.471	VBSR.1.mod.550	12971	70	91	0	0
VBSR.1.mod.471	VBSR.1.mod.64	12971	70	117	0	0
VBSR.1.mod.471	VBSR.1.mod.683	12971	70	121	0	0
VBSR.1.mod.471	VBSR.1.mod.692	12971	70	106	0	0
VBSR.1.mod.471	VBSR.1.mod.719	12971	70	154	0	0
VBSR.1.mod.471	VBSR.1.mod.77	12971	70	110	0	0
VBSR.1.mod.471	VBSR.1.mod.81	12971	70	132	0	0
VBSR.1.mod.471	VBSR.1.mod.832	12971	70	118	0	0
VBSR.1.mod.471	VBSR.1.mod.839	12971	70	110	0	0
VBSR.1.mod.471	VBSR.1.mod.842	12971	70	170	0	0
VBSR.1.mod.471	VBSR.1.mod.933	12971	70	84	0	0
VBSR.1.mod.471	VBSR.1.mod.946	12971	70	19	0	0
VBSR.1.mod.471	VBSR.1.mod.948	12971	70	84	0	0
VBSR.1.mod.471	VBSR.1.mod.95	12971	70	26	0	0
VBSR.1.mod.471	VBSR.1.mod.977	12971	70	147	0	0
VBSR.1.mod.471	VBSR.1.mod.990	12971	70	129	0	0
VBSR.1.mod.471	VBSR.1.mod.991	12971	70	111	0	0
VBSR.1.mod.521	VBSR.1.mod.528	12971	143	108	0	0
VBSR.1.mod.521	VBSR.1.mod.545	12971	143	146	0	0
VBSR.1.mod.521	VBSR.1.mod.550	12971	143	91	0	0
VBSR.1.mod.521	VBSR.1.mod.639	12971	143	97	0	0
VBSR.1.mod.521	VBSR.1.mod.692	12971	143	106	0	0
VBSR.1.mod.521	VBSR.1.mod.77	12971	143	110	0	0
VBSR.1.mod.521	VBSR.1.mod.832	12971	143	118	0	0
VBSR.1.mod.521	VBSR.1.mod.842	12971	143	170	0	0
VBSR.1.mod.521	VBSR.1.mod.943	12971	143	36	0	0
VBSR.1.mod.521	VBSR.1.mod.946	12971	143	19	0	0
VBSR.1.mod.521	VBSR.1.mod.948	12971	143	84	0	0
VBSR.1.mod.521	VBSR.1.mod.95	12971	143	26	0	0
VBSR.1.mod.521	VBSR.1.mod.977	12971	143	147	0	0
VBSR.1.mod.521	VBSR.1.mod.990	12971	143	129	0	0
VBSR.1.mod.521	VBSR.1.mod.991	12971	143	111	0	0
VBSR.1.mod.528	VBSR.1.mod.545	12971	108	146	0	0
VBSR.1.mod.528	VBSR.1.mod.550	12971	108	91	0	0
VBSR.1.mod.528	VBSR.1.mod.639	12971	108	97	0	0
VBSR.1.mod.528	VBSR.1.mod.64	12971	108	117	0	0
VBSR.1.mod.528	VBSR.1.mod.640	12971	108	128	0	0
VBSR.1.mod.528	VBSR.1.mod.683	12971	108	121	0	0
VBSR.1.mod.528	VBSR.1.mod.692	12971	108	106	0	0
VBSR.1.mod.528	VBSR.1.mod.757	12971	108	147	0	0
VBSR.1.mod.528	VBSR.1.mod.77	12971	108	110	0	0
VBSR.1.mod.528	VBSR.1.mod.780	12971	108	206	0	0
VBSR.1.mod.528	VBSR.1.mod.792	12971	108	99	0	0
VBSR.1.mod.528	VBSR.1.mod.81	12971	108	132	0	0
VBSR.1.mod.528	VBSR.1.mod.832	12971	108	118	0	0
VBSR.1.mod.528	VBSR.1.mod.839	12971	108	110	0	0
VBSR.1.mod.528	VBSR.1.mod.933	12971	108	84	0	0
VBSR.1.mod.528	VBSR.1.mod.942	12971	108	152	0	0
VBSR.1.mod.528	VBSR.1.mod.943	12971	108	36	0	0
VBSR.1.mod.528	VBSR.1.mod.948	12971	108	84	0	0
VBSR.1.mod.528	VBSR.1.mod.95	12971	108	26	0	0
VBSR.1.mod.528	VBSR.1.mod.991	12971	108	111	0	0
VBSR.1.mod.545	VBSR.1.mod.550	12971	146	91	0	0
VBSR.1.mod.545	VBSR.1.mod.639	12971	146	97	0	0
VBSR.1.mod.545	VBSR.1.mod.64	12971	146	117	0	0
VBSR.1.mod.545	VBSR.1.mod.640	12971	146	128	0	0
VBSR.1.mod.545	VBSR.1.mod.683	12971	146	121	0	0
VBSR.1.mod.545	VBSR.1.mod.692	12971	146	106	0	0
VBSR.1.mod.545	VBSR.1.mod.719	12971	146	154	0	0
VBSR.1.mod.545	VBSR.1.mod.77	12971	146	110	0	0
VBSR.1.mod.545	VBSR.1.mod.780	12971	146	206	0	0
VBSR.1.mod.545	VBSR.1.mod.792	12971	146	99	0	0
VBSR.1.mod.545	VBSR.1.mod.81	12971	146	132	0	0
VBSR.1.mod.545	VBSR.1.mod.830	12971	146	157	0	0
VBSR.1.mod.545	VBSR.1.mod.839	12971	146	110	0	0
VBSR.1.mod.545	VBSR.1.mod.842	12971	146	170	0	0
VBSR.1.mod.545	VBSR.1.mod.933	12971	146	84	0	0
VBSR.1.mod.545	VBSR.1.mod.942	12971	146	152	0	0
VBSR.1.mod.545	VBSR.1.mod.943	12971	146	36	0	0
VBSR.1.mod.545	VBSR.1.mod.948	12971	146	84	0	0
VBSR.1.mod.545	VBSR.1.mod.977	12971	146	147	0	0
VBSR.1.mod.545	VBSR.1.mod.990	12971	146	129	0	0
VBSR.1.mod.550	VBSR.1.mod.639	12971	91	97	0	0
VBSR.1.mod.550	VBSR.1.mod.640	12971	91	128	0	0
VBSR.1.mod.550	VBSR.1.mod.683	12971	91	121	0	0
VBSR.1.mod.550	VBSR.1.mod.692	12971	91	106	0	0
VBSR.1.mod.550	VBSR.1.mod.719	12971	91	154	0	0
VBSR.1.mod.550	VBSR.1.mod.77	12971	91	110	0	0
VBSR.1.mod.550	VBSR.1.mod.780	12971	91	206	0	0
VBSR.1.mod.550	VBSR.1.mod.830	12971	91	157	0	0
VBSR.1.mod.550	VBSR.1.mod.832	12971	91	118	0	0
VBSR.1.mod.550	VBSR.1.mod.839	12971	91	110	0	0
VBSR.1.mod.550	VBSR.1.mod.842	12971	91	170	0	0
VBSR.1.mod.550	VBSR.1.mod.933	12971	91	84	0	0
VBSR.1.mod.550	VBSR.1.mod.946	12971	91	19	0	0
VBSR.1.mod.550	VBSR.1.mod.948	12971	91	84	0	0
VBSR.1.mod.550	VBSR.1.mod.95	12971	91	26	0	0
VBSR.1.mod.550	VBSR.1.mod.977	12971	91	147	0	0
VBSR.1.mod.550	VBSR.1.mod.990	12971	91	129	0	0
VBSR.1.mod.550	VBSR.1.mod.991	12971	91	111	0	0
VBSR.1.mod.639	VBSR.1.mod.64	12971	97	117	0	0
VBSR.1.mod.639	VBSR.1.mod.640	12971	97	128	0	0
VBSR.1.mod.639	VBSR.1.mod.683	12971	97	121	0	0
VBSR.1.mod.639	VBSR.1.mod.692	12971	97	106	0	0
VBSR.1.mod.639	VBSR.1.mod.719	12971	97	154	0	0
VBSR.1.mod.639	VBSR.1.mod.757	12971	97	147	0	0
VBSR.1.mod.639	VBSR.1.mod.780	12971	97	206	0	0
VBSR.1.mod.639	VBSR.1.mod.792	12971	97	99	0	0
VBSR.1.mod.639	VBSR.1.mod.81	12971	97	132	0	0
VBSR.1.mod.639	VBSR.1.mod.830	12971	97	157	0	0
VBSR.1.mod.639	VBSR.1.mod.832	12971	97	118	0	0
VBSR.1.mod.639	VBSR.1.mod.839	12971	97	110	0	0
VBSR.1.mod.639	VBSR.1.mod.842	12971	97	170	0	0
VBSR.1.mod.639	VBSR.1.mod.933	12971	97	84	0	0
VBSR.1.mod.639	VBSR.1.mod.942	12971	97	152	0	0
VBSR.1.mod.639	VBSR.1.mod.946	12971	97	19	0	0
VBSR.1.mod.639	VBSR.1.mod.95	12971	97	26	0	0
VBSR.1.mod.639	VBSR.1.mod.977	12971	97	147	0	0
VBSR.1.mod.639	VBSR.1.mod.991	12971	97	111	0	0
VBSR.1.mod.64	VBSR.1.mod.640	12971	117	128	0	0
VBSR.1.mod.64	VBSR.1.mod.692	12971	117	106	0	0
VBSR.1.mod.64	VBSR.1.mod.719	12971	117	154	0	0
VBSR.1.mod.64	VBSR.1.mod.77	12971	117	110	0	0
VBSR.1.mod.64	VBSR.1.mod.81	12971	117	132	0	0
VBSR.1.mod.64	VBSR.1.mod.830	12971	117	157	0	0
VBSR.1.mod.64	VBSR.1.mod.832	12971	117	118	0	0
VBSR.1.mod.64	VBSR.1.mod.842	12971	117	170	0	0
VBSR.1.mod.64	VBSR.1.mod.933	12971	117	84	0	0
VBSR.1.mod.64	VBSR.1.mod.946	12971	117	19	0	0
VBSR.1.mod.64	VBSR.1.mod.948	12971	117	84	0	0
VBSR.1.mod.64	VBSR.1.mod.95	12971	117	26	0	0
VBSR.1.mod.64	VBSR.1.mod.977	12971	117	147	0	0
VBSR.1.mod.64	VBSR.1.mod.990	12971	117	129	0	0
VBSR.1.mod.64	VBSR.1.mod.991	12971	117	111	0	0
VBSR.1.mod.640	VBSR.1.mod.683	12971	128	121	0	0
VBSR.1.mod.640	VBSR.1.mod.692	12971	128	106	0	0
VBSR.1.mod.640	VBSR.1.mod.719	12971	128	154	0	0
VBSR.1.mod.640	VBSR.1.mod.77	12971	128	110	0	0
VBSR.1.mod.640	VBSR.1.mod.830	12971	128	157	0	0
VBSR.1.mod.640	VBSR.1.mod.832	12971	128	118	0	0
VBSR.1.mod.640	VBSR.1.mod.842	12971	128	170	0	0
VBSR.1.mod.640	VBSR.1.mod.933	12971	128	84	0	0
VBSR.1.mod.640	VBSR.1.mod.946	12971	128	19	0	0
VBSR.1.mod.640	VBSR.1.mod.95	12971	128	26	0	0
VBSR.1.mod.640	VBSR.1.mod.977	12971	128	147	0	0
VBSR.1.mod.640	VBSR.1.mod.990	12971	128	129	0	0
VBSR.1.mod.640	VBSR.1.mod.991	12971	128	111	0	0
VBSR.1.mod.683	VBSR.1.mod.692	12971	121	106	0	0
VBSR.1.mod.683	VBSR.1.mod.757	12971	121	147	0	0
VBSR.1.mod.683	VBSR.1.mod.77	12971	121	110	0	0
VBSR.1.mod.683	VBSR.1.mod.792	12971	121	99	0	0
VBSR.1.mod.683	VBSR.1.mod.830	12971	121	157	0	0
VBSR.1.mod.683	VBSR.1.mod.832	12971	121	118	0	0
VBSR.1.mod.683	VBSR.1.mod.842	12971	121	170	0	0
VBSR.1.mod.683	VBSR.1.mod.933	12971	121	84	0	0
VBSR.1.mod.683	VBSR.1.mod.943	12971	121	36	0	0
VBSR.1.mod.683	VBSR.1.mod.946	12971	121	19	0	0
VBSR.1.mod.683	VBSR.1.mod.948	12971	121	84	0	0
VBSR.1.mod.683	VBSR.1.mod.95	12971	121	26	0	0
VBSR.1.mod.683	VBSR.1.mod.977	12971	121	147	0	0
VBSR.1.mod.683	VBSR.1.mod.990	12971	121	129	0	0
VBSR.1.mod.692	VBSR.1.mod.719	12971	106	154	0	0
VBSR.1.mod.692	VBSR.1.mod.77	12971	106	110	0	0
VBSR.1.mod.692	VBSR.1.mod.780	12971	106	206	0	0
VBSR.1.mod.692	VBSR.1.mod.792	12971	106	99	0	0
VBSR.1.mod.692	VBSR.1.mod.81	12971	106	132	0	0
VBSR.1.mod.692	VBSR.1.mod.830	12971	106	157	0	0
VBSR.1.mod.692	VBSR.1.mod.839	12971	106	110	0	0
VBSR.1.mod.692	VBSR.1.mod.842	12971	106	170	0	0
VBSR.1.mod.692	VBSR.1.mod.933	12971	106	84	0	0
VBSR.1.mod.692	VBSR.1.mod.942	12971	106	152	0	0
VBSR.1.mod.692	VBSR.1.mod.943	12971	106	36	0	0
VBSR.1.mod.692	VBSR.1.mod.946	12971	106	19	0	0
VBSR.1.mod.692	VBSR.1.mod.948	12971	106	84	0	0
VBSR.1.mod.692	VBSR.1.mod.95	12971	106	26	0	0
VBSR.1.mod.692	VBSR.1.mod.977	12971	106	147	0	0
VBSR.1.mod.719	VBSR.1.mod.757	12971	154	147	0	0
VBSR.1.mod.719	VBSR.1.mod.780	12971	154	206	0	0
VBSR.1.mod.719	VBSR.1.mod.792	12971	154	99	0	0
VBSR.1.mod.719	VBSR.1.mod.81	12971	154	132	0	0
VBSR.1.mod.719	VBSR.1.mod.842	12971	154	170	0	0
VBSR.1.mod.719	VBSR.1.mod.942	12971	154	152	0	0
VBSR.1.mod.719	VBSR.1.mod.943	12971	154	36	0	0
VBSR.1.mod.719	VBSR.1.mod.946	12971	154	19	0	0
VBSR.1.mod.719	VBSR.1.mod.95	12971	154	26	0	0
VBSR.1.mod.719	VBSR.1.mod.977	12971	154	147	0	0
VBSR.1.mod.757	VBSR.1.mod.77	12971	147	110	0	0
VBSR.1.mod.757	VBSR.1.mod.780	12971	147	206	0	0
VBSR.1.mod.757	VBSR.1.mod.792	12971	147	99	0	0
VBSR.1.mod.757	VBSR.1.mod.81	12971	147	132	0	0
VBSR.1.mod.757	VBSR.1.mod.830	12971	147	157	0	0
VBSR.1.mod.757	VBSR.1.mod.839	12971	147	110	0	0
VBSR.1.mod.757	VBSR.1.mod.842	12971	147	170	0	0
VBSR.1.mod.757	VBSR.1.mod.933	12971	147	84	0	0
VBSR.1.mod.757	VBSR.1.mod.948	12971	147	84	0	0
VBSR.1.mod.757	VBSR.1.mod.95	12971	147	26	0	0
VBSR.1.mod.757	VBSR.1.mod.977	12971	147	147	0	0
VBSR.1.mod.757	VBSR.1.mod.990	12971	147	129	0	0
VBSR.1.mod.77	VBSR.1.mod.780	12971	110	206	0	0
VBSR.1.mod.77	VBSR.1.mod.792	12971	110	99	0	0
VBSR.1.mod.77	VBSR.1.mod.81	12971	110	132	0	0
VBSR.1.mod.77	VBSR.1.mod.830	12971	110	157	0	0
VBSR.1.mod.77	VBSR.1.mod.832	12971	110	118	0	0
VBSR.1.mod.77	VBSR.1.mod.839	12971	110	110	0	0
VBSR.1.mod.77	VBSR.1.mod.842	12971	110	170	0	0
VBSR.1.mod.77	VBSR.1.mod.933	12971	110	84	0	0
VBSR.1.mod.77	VBSR.1.mod.942	12971	110	152	0	0
VBSR.1.mod.77	VBSR.1.mod.946	12971	110	19	0	0
VBSR.1.mod.77	VBSR.1.mod.95	12971	110	26	0	0
VBSR.1.mod.77	VBSR.1.mod.977	12971	110	147	0	0
VBSR.1.mod.780	VBSR.1.mod.792	12971	206	99	0	0
VBSR.1.mod.780	VBSR.1.mod.830	12971	206	157	0	0
VBSR.1.mod.780	VBSR.1.mod.832	12971	206	118	0	0
VBSR.1.mod.780	VBSR.1.mod.842	12971	206	170	0	0
VBSR.1.mod.780	VBSR.1.mod.933	12971	206	84	0	0
VBSR.1.mod.780	VBSR.1.mod.943	12971	206	36	0	0
VBSR.1.mod.780	VBSR.1.mod.946	12971	206	19	0	0
VBSR.1.mod.780	VBSR.1.mod.948	12971	206	84	0	0
VBSR.1.mod.780	VBSR.1.mod.95	12971	206	26	0	0
VBSR.1.mod.780	VBSR.1.mod.977	12971	206	147	0	0
VBSR.1.mod.780	VBSR.1.mod.990	12971	206	129	0	0
VBSR.1.mod.780	VBSR.1.mod.991	12971	206	111	0	0
VBSR.1.mod.792	VBSR.1.mod.830	12971	99	157	0	0
VBSR.1.mod.792	VBSR.1.mod.832	12971	99	118	0	0
VBSR.1.mod.792	VBSR.1.mod.842	12971	99	170	0	0
VBSR.1.mod.792	VBSR.1.mod.933	12971	99	84	0	0
VBSR.1.mod.792	VBSR.1.mod.943	12971	99	36	0	0
VBSR.1.mod.792	VBSR.1.mod.946	12971	99	19	0	0
VBSR.1.mod.792	VBSR.1.mod.948	12971	99	84	0	0
VBSR.1.mod.792	VBSR.1.mod.977	12971	99	147	0	0
VBSR.1.mod.792	VBSR.1.mod.990	12971	99	129	0	0
VBSR.1.mod.792	VBSR.1.mod.991	12971	99	111	0	0
VBSR.1.mod.81	VBSR.1.mod.830	12971	132	157	0	0
VBSR.1.mod.81	VBSR.1.mod.832	12971	132	118	0	0
VBSR.1.mod.81	VBSR.1.mod.842	12971	132	170	0	0
VBSR.1.mod.81	VBSR.1.mod.933	12971	132	84	0	0
VBSR.1.mod.81	VBSR.1.mod.946	12971	132	19	0	0
VBSR.1.mod.81	VBSR.1.mod.948	12971	132	84	0	0
VBSR.1.mod.81	VBSR.1.mod.95	12971	132	26	0	0
VBSR.1.mod.81	VBSR.1.mod.977	12971	132	147	0	0
VBSR.1.mod.81	VBSR.1.mod.990	12971	132	129	0	0
VBSR.1.mod.81	VBSR.1.mod.991	12971	132	111	0	0
VBSR.1.mod.830	VBSR.1.mod.832	12971	157	118	0	0
VBSR.1.mod.830	VBSR.1.mod.839	12971	157	110	0	0
VBSR.1.mod.830	VBSR.1.mod.842	12971	157	170	0	0
VBSR.1.mod.830	VBSR.1.mod.942	12971	157	152	0	0
VBSR.1.mod.830	VBSR.1.mod.943	12971	157	36	0	0
VBSR.1.mod.830	VBSR.1.mod.946	12971	157	19	0	0
VBSR.1.mod.830	VBSR.1.mod.95	12971	157	26	0	0
VBSR.1.mod.830	VBSR.1.mod.977	12971	157	147	0	0
VBSR.1.mod.832	VBSR.1.mod.839	12971	118	110	0	0
VBSR.1.mod.832	VBSR.1.mod.842	12971	118	170	0	0
VBSR.1.mod.832	VBSR.1.mod.942	12971	118	152	0	0
VBSR.1.mod.832	VBSR.1.mod.943	12971	118	36	0	0
VBSR.1.mod.832	VBSR.1.mod.946	12971	118	19	0	0
VBSR.1.mod.832	VBSR.1.mod.948	12971	118	84	0	0
VBSR.1.mod.832	VBSR.1.mod.95	12971	118	26	0	0
VBSR.1.mod.832	VBSR.1.mod.977	12971	118	147	0	0
VBSR.1.mod.839	VBSR.1.mod.842	12971	110	170	0	0
VBSR.1.mod.839	VBSR.1.mod.933	12971	110	84	0	0
VBSR.1.mod.839	VBSR.1.mod.943	12971	110	36	0	0
VBSR.1.mod.839	VBSR.1.mod.946	12971	110	19	0	0
VBSR.1.mod.839	VBSR.1.mod.948	12971	110	84	0	0
VBSR.1.mod.839	VBSR.1.mod.95	12971	110	26	0	0
VBSR.1.mod.839	VBSR.1.mod.977	12971	110	147	0	0
VBSR.1.mod.839	VBSR.1.mod.990	12971	110	129	0	0
VBSR.1.mod.839	VBSR.1.mod.991	12971	110	111	0	0
VBSR.1.mod.842	VBSR.1.mod.933	12971	170	84	0	0
VBSR.1.mod.842	VBSR.1.mod.942	12971	170	152	0	0
VBSR.1.mod.842	VBSR.1.mod.943	12971	170	36	0	0
VBSR.1.mod.842	VBSR.1.mod.946	12971	170	19	0	0
VBSR.1.mod.842	VBSR.1.mod.948	12971	170	84	0	0
VBSR.1.mod.842	VBSR.1.mod.95	12971	170	26	0	0
VBSR.1.mod.842	VBSR.1.mod.990	12971	170	129	0	0
VBSR.1.mod.842	VBSR.1.mod.991	12971	170	111	0	0
VBSR.1.mod.933	VBSR.1.mod.942	12971	84	152	0	0
VBSR.1.mod.933	VBSR.1.mod.943	12971	84	36	0	0
VBSR.1.mod.933	VBSR.1.mod.946	12971	84	19	0	0
VBSR.1.mod.933	VBSR.1.mod.948	12971	84	84	0	0
VBSR.1.mod.933	VBSR.1.mod.95	12971	84	26	0	0
VBSR.1.mod.933	VBSR.1.mod.977	12971	84	147	0	0
VBSR.1.mod.933	VBSR.1.mod.991	12971	84	111	0	0
VBSR.1.mod.942	VBSR.1.mod.943	12971	152	36	0	0
VBSR.1.mod.942	VBSR.1.mod.946	12971	152	19	0	0
VBSR.1.mod.942	VBSR.1.mod.948	12971	152	84	0	0
VBSR.1.mod.942	VBSR.1.mod.95	12971	152	26	0	0
VBSR.1.mod.942	VBSR.1.mod.977	12971	152	147	0	0
VBSR.1.mod.942	VBSR.1.mod.990	12971	152	129	0	0
VBSR.1.mod.942	VBSR.1.mod.991	12971	152	111	0	0
VBSR.1.mod.943	VBSR.1.mod.946	12971	36	19	0	0
VBSR.1.mod.943	VBSR.1.mod.948	12971	36	84	0	0
VBSR.1.mod.943	VBSR.1.mod.95	12971	36	26	0	0
VBSR.1.mod.943	VBSR.1.mod.977	12971	36	147	0	0
VBSR.1.mod.943	VBSR.1.mod.990	12971	36	129	0	0
VBSR.1.mod.943	VBSR.1.mod.991	12971	36	111	0	0
VBSR.1.mod.946	VBSR.1.mod.948	12971	19	84	0	0
VBSR.1.mod.946	VBSR.1.mod.977	12971	19	147	0	0
VBSR.1.mod.946	VBSR.1.mod.990	12971	19	129	0	0
VBSR.1.mod.946	VBSR.1.mod.991	12971	19	111	0	0
VBSR.1.mod.948	VBSR.1.mod.95	12971	84	26	0	0
VBSR.1.mod.948	VBSR.1.mod.977	12971	84	147	0	0
VBSR.1.mod.948	VBSR.1.mod.990	12971	84	129	0	0
VBSR.1.mod.948	VBSR.1.mod.991	12971	84	111	0	0
VBSR.1.mod.95	VBSR.1.mod.977	12971	26	147	0	0
VBSR.1.mod.95	VBSR.1.mod.990	12971	26	129	0	0
VBSR.1.mod.95	VBSR.1.mod.991	12971	26	111	0	0
VBSR.1.mod.977	VBSR.1.mod.990	12971	147	129	0	0
VBSR.1.mod.977	VBSR.1.mod.991	12971	147	111	0	0
VBSR.1.mod.228	VBSR.1.mod.757	12971	177	147	1	0.0611
VBSR.1.mod.231	VBSR.1.mod.351	12971	162	156	1	0.0651
VBSR.1.mod.239	VBSR.1.mod.942	12971	151	152	1	0.0793
VBSR.1.mod.521	VBSR.1.mod.830	12971	143	157	1	0.0828
VBSR.1.mod.757	VBSR.1.mod.942	12971	147	152	1	0.0836
VBSR.1.mod.351	VBSR.1.mod.521	12971	156	143	1	0.0838
VBSR.1.mod.190	VBSR.1.mod.830	12971	141	157	1	0.0851
VBSR.1.mod.521	VBSR.1.mod.719	12971	143	154	1	0.0859
VBSR.1.mod.190	VBSR.1.mod.719	12971	141	154	1	0.0883
VBSR.1.mod.545	VBSR.1.mod.757	12971	146	147	1	0.0902
VBSR.1.mod.521	VBSR.1.mod.757	12971	143	147	1	0.0938
VBSR.1.mod.640	VBSR.1.mod.757	12971	128	147	1	0.114
VBSR.1.mod.683	VBSR.1.mod.719	12971	121	154	1	0.116
VBSR.1.mod.521	VBSR.1.mod.640	12971	143	128	1	0.119
VBSR.1.mod.190	VBSR.1.mod.990	12971	141	129	1	0.121
VBSR.1.mod.719	VBSR.1.mod.832	12971	154	118	1	0.121
VBSR.1.mod.830	VBSR.1.mod.991	12971	157	111	1	0.129
VBSR.1.mod.351	VBSR.1.mod.839	12971	156	110	1	0.132
VBSR.1.mod.64	VBSR.1.mod.757	12971	117	147	1	0.132
VBSR.1.mod.111	VBSR.1.mod.830	12971	109	157	1	0.133
VBSR.1.mod.719	VBSR.1.mod.991	12971	154	111	1	0.133
VBSR.1.mod.307	VBSR.1.mod.521	12971	119	143	1	0.134
VBSR.1.mod.528	VBSR.1.mod.830	12971	108	157	1	0.135
VBSR.1.mod.719	VBSR.1.mod.839	12971	154	110	1	0.135
VBSR.1.mod.222	VBSR.1.mod.307	12971	140	119	1	0.139
VBSR.1.mod.528	VBSR.1.mod.719	12971	108	154	1	0.139
VBSR.1.mod.683	VBSR.1.mod.81	12971	121	132	1	0.148
VBSR.1.mod.307	VBSR.1.mod.81	12971	119	132	1	0.151
VBSR.1.mod.40	VBSR.1.mod.545	12971	106	146	1	0.155
VBSR.1.mod.832	VBSR.1.mod.990	12971	118	129	1	0.159
VBSR.1.mod.323	VBSR.1.mod.40	12971	142	106	1	0.161
VBSR.1.mod.323	VBSR.1.mod.692	12971	142	106	1	0.161
VBSR.1.mod.222	VBSR.1.mod.40	12971	140	106	1	0.164
VBSR.1.mod.81	VBSR.1.mod.839	12971	132	110	1	0.169
VBSR.1.mod.990	VBSR.1.mod.991	12971	129	111	1	0.173
VBSR.1.mod.307	VBSR.1.mod.832	12971	119	118	1	0.177
VBSR.1.mod.640	VBSR.1.mod.839	12971	128	110	1	0.177
VBSR.1.mod.528	VBSR.1.mod.990	12971	108	129	1	0.179
VBSR.1.mod.550	VBSR.1.mod.942	12971	91	152	1	0.181
VBSR.1.mod.456	VBSR.1.mod.640	12971	107	128	1	0.183
VBSR.1.mod.692	VBSR.1.mod.990	12971	106	129	1	0.184
VBSR.1.mod.683	VBSR.1.mod.991	12971	121	111	1	0.188
VBSR.1.mod.307	VBSR.1.mod.839	12971	119	110	1	0.195
VBSR.1.mod.111	VBSR.1.mod.832	12971	109	118	1	0.199
VBSR.1.mod.239	VBSR.1.mod.948	12971	151	84	1	0.203
VBSR.1.mod.639	VBSR.1.mod.990	12971	97	129	1	0.206
VBSR.1.mod.77	VBSR.1.mod.991	12971	110	111	1	0.213
VBSR.1.mod.111	VBSR.1.mod.77	12971	109	110	1	0.217
VBSR.1.mod.521	VBSR.1.mod.933	12971	143	84	1	0.217
VBSR.1.mod.323	VBSR.1.mod.948	12971	142	84	1	0.219
VBSR.1.mod.248	VBSR.1.mod.640	12971	89	128	1	0.231
VBSR.1.mod.263	VBSR.1.mod.757	12971	76	147	1	0.236
VBSR.1.mod.263	VBSR.1.mod.545	12971	76	146	1	0.238
VBSR.1.mod.471	VBSR.1.mod.830	12971	70	157	1	0.241
VBSR.1.mod.933	VBSR.1.mod.990	12971	84	129	1	0.245
VBSR.1.mod.640	VBSR.1.mod.948	12971	128	84	1	0.247
VBSR.1.mod.471	VBSR.1.mod.942	12971	70	152	1	0.25
VBSR.1.mod.456	VBSR.1.mod.792	12971	107	99	1	0.251
VBSR.1.mod.239	VBSR.1.mod.471	12971	151	70	1	0.252
VBSR.1.mod.263	VBSR.1.mod.437	12971	76	139	1	0.252
VBSR.1.mod.248	VBSR.1.mod.64	12971	89	117	1	0.256
VBSR.1.mod.351	VBSR.1.mod.942	12971	156	152	2	0.261
VBSR.1.mod.471	VBSR.1.mod.545	12971	70	146	1	0.261
VBSR.1.mod.13	VBSR.1.mod.830	12971	63	157	1	0.27
VBSR.1.mod.832	VBSR.1.mod.933	12971	118	84	1	0.27
